state,count
Alaska,222.0
Alabama,607.0
Arkansas,623.0
Arizona,1366.0
California,32227.0
Colorado,1877.0
Connecticut,583.0
District of Columbia,1790.0
Delaware,80.0
Florida,6540.0
Georgia,2137.0
Guam,153.0
Hawaii,1534.0
Iowa,275.0
Idaho,245.0
Illinois,1912.0
Indiana,703.0
Kansas,379.0
Kentucky,457.0
Louisiana,773.0
Massachusetts,2561.0
Maryland,1847.0
Maine,217.0
Michigan,935.0
Minnesota,1396.0
Missouri,1025.0
Northern Marina Islands,
Mississippi,243.0
Montana,166.0
North Carolina,1364.0
North Dakota,138.0
Nebraska,322.0
New Hampshire,317.0
New Jersey,1410.0
New Mexico,716.0
Nevada,594.0
New York,7116.0
Ohio,1275.0
Oklahoma,581.0
Oregon,4011.0
Pennsylvania,1590.0
Puerto Rico,1756.0
Rhode Island,130.0
South Carolina,1020.0
South Dakota,95.0
Tennessee,1650.0
Texas,4304.0
Utah,233.0
Virginia,1158.0
US Virgin Islands,22.0
Vermont,166.0
Washington,2482.0
Wisconsin,464.0
West Virginia,386.0
Wyoming,102.0
Total,96275.0
