state,count
Alaska,142.0
Alabama,70.0
Arkansas,82.0
Arizona,349.0
California,2270.0
Colorado,267.0
Connecticut,113.0
District of Columbia,276.0
Delaware,44.0
Florida,701.0
Georgia,271.0
Guam,3.0
Hawaii,49.0
Iowa,176.0
Idaho,49.0
Illinois,561.0
Indiana,203.0
Kansas,105.0
Kentucky,122.0
Louisiana,144.0
Massachusetts,371.0
Maryland,169.0
Maine,130.0
Michigan,446.0
Minnesota,483.0
Missouri,343.0
Northern Marina Islands,2.0
Mississippi,28.0
Montana,87.0
North Carolina,291.0
North Dakota,49.0
Nebraska,130.0
New Hampshire,60.0
New Jersey,407.0
New Mexico,67.0
Nevada,196.0
New York,2566.0
Ohio,542.0
Oklahoma,195.0
Oregon,394.0
Pennsylvania,509.0
Puerto Rico,11.0
Rhode Island,38.0
South Carolina,159.0
South Dakota,38.0
Tennessee,236.0
Texas,653.0
Utah,140.0
Virginia,225.0
US Virgin Islands,2.0
Vermont,87.0
Washington,656.0
Wisconsin,194.0
West Virginia,42.0
Wyoming,54.0
Total,15997.0
