state,count
Alaska,1013.0
Alabama,1428.0
Arkansas,668.0
Arizona,3503.0
California,23701.0
Colorado,4895.0
Connecticut,2314.0
District of Columbia,3584.0
Delaware,481.0
Florida,10242.0
Georgia,4303.0
Guam,56.0
Hawaii,994.0
Iowa,1062.0
Idaho,796.0
Illinois,4981.0
Indiana,2707.0
Kansas,1179.0
Kentucky,2740.0
Louisiana,1617.0
Massachusetts,11451.0
Maryland,3511.0
Maine,854.0
Michigan,5186.0
Minnesota,3360.0
Missouri,3363.0
Northern Marina Islands,
Mississippi,578.0
Montana,674.0
North Carolina,4979.0
North Dakota,461.0
Nebraska,1765.0
New Hampshire,729.0
New Jersey,7878.0
New Mexico,985.0
Nevada,1381.0
New York,50469.0
Ohio,6190.0
Oklahoma,2350.0
Oregon,2446.0
Pennsylvania,6878.0
Puerto Rico,548.0
Rhode Island,761.0
South Carolina,1577.0
South Dakota,371.0
Tennessee,4372.0
Texas,10577.0
Utah,1448.0
Virginia,4510.0
US Virgin Islands,33.0
Vermont,611.0
Washington,6043.0
Wisconsin,2680.0
West Virginia,908.0
Wyoming,264.0
Total,222455.0
