state,count
Alaska,1362.0
Alabama,3387.0
Arkansas,3174.0
Arizona,6510.0
California,93458.0
Colorado,4664.0
Connecticut,3101.0
District of Columbia,3696.0
Delaware,575.0
Florida,31359.0
Georgia,12880.0
Guam,296.0
Hawaii,3355.0
Iowa,1524.0
Idaho,1084.0
Illinois,7958.0
Indiana,3751.0
Kansas,1480.0
Kentucky,3302.0
Louisiana,3908.0
Massachusetts,6694.0
Maryland,5221.0
Maine,1563.0
Michigan,7236.0
Minnesota,3728.0
Missouri,4652.0
Northern Marina Islands,
Mississippi,1753.0
Montana,1211.0
North Carolina,7530.0
North Dakota,1230.0
Nebraska,1892.0
New Hampshire,798.0
New Jersey,6093.0
New Mexico,1786.0
Nevada,6200.0
New York,31235.0
Ohio,7611.0
Oklahoma,3179.0
Oregon,8994.0
Pennsylvania,7973.0
Puerto Rico,3470.0
Rhode Island,862.0
South Carolina,4736.0
South Dakota,557.0
Tennessee,6909.0
Texas,20758.0
Utah,1959.0
Virginia,4532.0
US Virgin Islands,444.0
Vermont,701.0
Washington,10617.0
Wisconsin,3005.0
West Virginia,1544.0
Wyoming,677.0
Total,368174.0
