state,count
Alaska,72.0
Alabama,207.0
Arkansas,67.0
Arizona,268.0
California,1242.0
Colorado,331.0
Connecticut,45.0
District of Columbia,148.0
Delaware,55.0
Florida,702.0
Georgia,249.0
Guam,5.0
Hawaii,102.0
Iowa,62.0
Idaho,70.0
Illinois,272.0
Indiana,189.0
Kansas,55.0
Kentucky,159.0
Louisiana,113.0
Massachusetts,191.0
Maryland,157.0
Maine,63.0
Michigan,253.0
Minnesota,135.0
Missouri,196.0
Northern Marina Islands,
Mississippi,25.0
Montana,47.0
North Carolina,324.0
North Dakota,26.0
Nebraska,95.0
New Hampshire,28.0
New Jersey,166.0
New Mexico,74.0
Nevada,110.0
New York,393.0
Ohio,334.0
Oklahoma,178.0
Oregon,261.0
Pennsylvania,339.0
Puerto Rico,13.0
Rhode Island,20.0
South Carolina,147.0
South Dakota,24.0
Tennessee,286.0
Texas,647.0
Utah,114.0
Virginia,305.0
US Virgin Islands,2.0
Vermont,22.0
Washington,548.0
Wisconsin,107.0
West Virginia,68.0
Wyoming,36.0
Total,10147.0
