state,count
Alaska,534.0
Alabama,978.0
Arkansas,358.0
Arizona,1904.0
California,15656.0
Colorado,2921.0
Connecticut,723.0
District of Columbia,1213.0
Delaware,372.0
Florida,6266.0
Georgia,2830.0
Guam,0.0
Hawaii,2054.0
Iowa,1279.0
Idaho,395.0
Illinois,4306.0
Indiana,1457.0
Kansas,659.0
Kentucky,1122.0
Louisiana,967.0
Massachusetts,2196.0
Maryland,1877.0
Maine,1092.0
Michigan,2326.0
Minnesota,2940.0
Missouri,1719.0
Northern Marina Islands,0.0
Mississippi,332.0
Montana,237.0
North Carolina,1618.0
North Dakota,174.0
Nebraska,773.0
New Hampshire,509.0
New Jersey,1836.0
New Mexico,432.0
Nevada,965.0
New York,5724.0
Ohio,1967.0
Oklahoma,677.0
Oregon,2212.0
Pennsylvania,4646.0
Puerto Rico,591.0
Rhode Island,304.0
South Carolina,783.0
South Dakota,182.0
Tennessee,1642.0
Texas,4439.0
Utah,409.0
Virginia,1146.0
US Virgin Islands,35.0
Vermont,245.0
Washington,5030.0
Wisconsin,1543.0
West Virginia,190.0
Wyoming,189.0
Total,96974.0
