state,count
Alaska,171.0
Alabama,1361.0
Arkansas,1221.0
Arizona,5597.0
California,80455.0
Colorado,3790.0
Connecticut,717.0
District of Columbia,340.0
Delaware,186.0
Florida,20268.0
Georgia,6778.0
Guam,201.0
Hawaii,2235.0
Iowa,250.0
Idaho,489.0
Illinois,2671.0
Indiana,1110.0
Kansas,205.0
Kentucky,956.0
Louisiana,818.0
Massachusetts,1113.0
Maryland,1519.0
Maine,48.0
Michigan,10586.0
Minnesota,1088.0
Missouri,775.0
Northern Marina Islands,
Mississippi,522.0
Montana,235.0
North Carolina,2998.0
North Dakota,24.0
Nebraska,435.0
New Hampshire,604.0
New Jersey,1938.0
New Mexico,798.0
Nevada,2838.0
New York,5149.0
Ohio,1278.0
Oklahoma,781.0
Oregon,5751.0
Pennsylvania,1297.0
Puerto Rico,2764.0
Rhode Island,44.0
South Carolina,1741.0
South Dakota,33.0
Tennessee,3739.0
Texas,13187.0
Utah,313.0
Virginia,1731.0
US Virgin Islands,487.0
Vermont,219.0
Washington,5176.0
Wisconsin,332.0
West Virginia,191.0
Wyoming,74.0
Total,199627.0
