state,count
Alaska,835.0
Alabama,1051.0
Arkansas,651.0
Arizona,2458.0
California,14520.0
Colorado,2335.0
Connecticut,1632.0
District of Columbia,2459.0
Delaware,353.0
Florida,5853.0
Georgia,3381.0
Guam,11.0
Hawaii,596.0
Iowa,782.0
Idaho,490.0
Illinois,3934.0
Indiana,2021.0
Kansas,787.0
Kentucky,1661.0
Louisiana,1098.0
Massachusetts,3362.0
Maryland,2338.0
Maine,788.0
Michigan,3369.0
Minnesota,2037.0
Missouri,1835.0
Northern Marina Islands,
Mississippi,323.0
Montana,410.0
North Carolina,3716.0
North Dakota,370.0
Nebraska,1041.0
New Hampshire,450.0
New Jersey,3748.0
New Mexico,1098.0
Nevada,2015.0
New York,20728.0
Ohio,4196.0
Oklahoma,1764.0
Oregon,1983.0
Pennsylvania,4207.0
Puerto Rico,300.0
Rhode Island,564.0
South Carolina,1300.0
South Dakota,255.0
Tennessee,2707.0
Texas,6259.0
Utah,1172.0
Virginia,2823.0
US Virgin Islands,46.0
Vermont,379.0
Washington,4032.0
Wisconsin,1760.0
West Virginia,750.0
Wyoming,245.0
Total,129278.0
