state,count
Alaska,257.0
Alabama,331.0
Arkansas,142.0
Arizona,389.0
California,4912.0
Colorado,493.0
Connecticut,594.0
District of Columbia,1328.0
Delaware,73.0
Florida,2132.0
Georgia,1030.0
Guam,0.0
Hawaii,128.0
Iowa,181.0
Idaho,90.0
Illinois,1086.0
Indiana,285.0
Kansas,218.0
Kentucky,347.0
Louisiana,280.0
Massachusetts,1168.0
Maryland,489.0
Maine,220.0
Michigan,690.0
Minnesota,700.0
Missouri,609.0
Northern Marina Islands,
Mississippi,55.0
Montana,161.0
North Carolina,641.0
North Dakota,75.0
Nebraska,288.0
New Hampshire,151.0
New Jersey,609.0
New Mexico,566.0
Nevada,480.0
New York,1902.0
Ohio,1196.0
Oklahoma,237.0
Oregon,654.0
Pennsylvania,971.0
Puerto Rico,199.0
Rhode Island,148.0
South Carolina,113.0
South Dakota,100.0
Tennessee,1053.0
Texas,1860.0
Utah,240.0
Virginia,969.0
US Virgin Islands,2.0
Vermont,128.0
Washington,1138.0
Wisconsin,270.0
West Virginia,172.0
Wyoming,97.0
Total,32647.0
