state,count
Alaska,46.0
Alabama,563.0
Arkansas,431.0
Arizona,668.0
California,27861.0
Colorado,934.0
Connecticut,368.0
District of Columbia,461.0
Delaware,3.0
Florida,7774.0
Georgia,2146.0
Guam,289.0
Hawaii,907.0
Iowa,69.0
Idaho,106.0
Illinois,594.0
Indiana,171.0
Kansas,107.0
Kentucky,273.0
Louisiana,870.0
Massachusetts,400.0
Maryland,618.0
Maine,0.0
Michigan,440.0
Minnesota,349.0
Missouri,436.0
Northern Marina Islands,
Mississippi,407.0
Montana,162.0
North Carolina,1040.0
North Dakota,111.0
Nebraska,72.0
New Hampshire,120.0
New Jersey,390.0
New Mexico,219.0
Nevada,347.0
New York,2432.0
Ohio,546.0
Oklahoma,389.0
Oregon,2320.0
Pennsylvania,671.0
Puerto Rico,1869.0
Rhode Island,53.0
South Carolina,340.0
South Dakota,146.0
Tennessee,1057.0
Texas,3367.0
Utah,105.0
Virginia,481.0
US Virgin Islands,87.0
Vermont,77.0
Washington,1120.0
Wisconsin,138.0
West Virginia,182.0
Wyoming,128.0
Total,65260.0
