state,count
Alaska,20.0
Alabama,110.0
Arkansas,119.0
Arizona,223.0
California,8956.0
Colorado,313.0
Connecticut,62.0
District of Columbia,34.0
Delaware,2.0
Florida,805.0
Georgia,194.0
Guam,1.0
Hawaii,239.0
Iowa,4.0
Idaho,24.0
Illinois,135.0
Indiana,41.0
Kansas,24.0
Kentucky,55.0
Louisiana,49.0
Massachusetts,59.0
Maryland,89.0
Maine,23.0
Michigan,65.0
Minnesota,143.0
Missouri,83.0
Northern Marina Islands,0.0
Mississippi,19.0
Montana,35.0
North Carolina,112.0
North Dakota,14.0
Nebraska,13.0
New Hampshire,14.0
New Jersey,59.0
New Mexico,42.0
Nevada,1692.0
New York,288.0
Ohio,110.0
Oklahoma,92.0
Oregon,536.0
Pennsylvania,135.0
Puerto Rico,88.0
Rhode Island,8.0
South Carolina,63.0
South Dakota,12.0
Tennessee,175.0
Texas,530.0
Utah,34.0
Virginia,56.0
US Virgin Islands,2.0
Vermont,10.0
Washington,1188.0
Wisconsin,33.0
West Virginia,10.0
Wyoming,6.0
Total,17248.0
