state,count
Alaska,1642.0
Alabama,5452.0
Arkansas,3836.0
Arizona,14646.0
California,138986.0
Colorado,14225.0
Connecticut,4482.0
District of Columbia,5320.0
Delaware,1061.0
Florida,48069.0
Georgia,19639.0
Guam,725.0
Hawaii,6070.0
Iowa,2734.0
Idaho,1749.0
Illinois,15487.0
Indiana,7358.0
Kansas,2111.0
Kentucky,8061.0
Louisiana,5494.0
Massachusetts,15127.0
Maryland,9628.0
Maine,2638.0
Michigan,28295.0
Minnesota,7323.0
Missouri,6247.0
Northern Marina Islands,
Mississippi,1377.0
Montana,1150.0
North Carolina,11802.0
North Dakota,636.0
Nebraska,3531.0
New Hampshire,2248.0
New Jersey,17314.0
New Mexico,3015.0
Nevada,8642.0
New York,62601.0
Ohio,11264.0
Oklahoma,4221.0
Oregon,17590.0
Pennsylvania,16220.0
Puerto Rico,4309.0
Rhode Island,1372.0
South Carolina,5660.0
South Dakota,579.0
Tennessee,11210.0
Texas,39788.0
Utah,3011.0
Virginia,9746.0
US Virgin Islands,559.0
Vermont,1035.0
Washington,23379.0
Wisconsin,5648.0
West Virginia,2409.0
Wyoming,537.0
Total,647258.0
