state,count
Alaska,70.0
Alabama,155.0
Arkansas,234.0
Arizona,276.0
California,4067.0
Colorado,730.0
Connecticut,240.0
District of Columbia,1273.0
Delaware,59.0
Florida,1155.0
Georgia,568.0
Guam,0.0
Hawaii,133.0
Iowa,147.0
Idaho,84.0
Illinois,834.0
Indiana,435.0
Kansas,209.0
Kentucky,345.0
Louisiana,246.0
Massachusetts,1135.0
Maryland,847.0
Maine,178.0
Michigan,511.0
Minnesota,833.0
Missouri,484.0
Northern Marina Islands,
Mississippi,67.0
Montana,23.0
North Carolina,605.0
North Dakota,52.0
Nebraska,201.0
New Hampshire,197.0
New Jersey,746.0
New Mexico,360.0
Nevada,104.0
New York,1813.0
Ohio,742.0
Oklahoma,267.0
Oregon,912.0
Pennsylvania,715.0
Puerto Rico,172.0
Rhode Island,100.0
South Carolina,444.0
South Dakota,59.0
Tennessee,641.0
Texas,1451.0
Utah,163.0
Virginia,682.0
US Virgin Islands,4.0
Vermont,84.0
Washington,880.0
Wisconsin,249.0
West Virginia,187.0
Wyoming,35.0
Total,27203.0
