state,count
Alaska,44.0
Alabama,53.0
Arkansas,38.0
Arizona,232.0
California,1487.0
Colorado,166.0
Connecticut,22.0
District of Columbia,80.0
Delaware,30.0
Florida,551.0
Georgia,131.0
Guam,0.0
Hawaii,37.0
Iowa,72.0
Idaho,21.0
Illinois,346.0
Indiana,95.0
Kansas,27.0
Kentucky,68.0
Louisiana,103.0
Massachusetts,100.0
Maryland,58.0
Maine,54.0
Michigan,390.0
Minnesota,308.0
Missouri,180.0
Northern Marina Islands,
Mississippi,25.0
Montana,11.0
North Carolina,81.0
North Dakota,53.0
Nebraska,137.0
New Hampshire,37.0
New Jersey,189.0
New Mexico,63.0
Nevada,121.0
New York,613.0
Ohio,204.0
Oklahoma,61.0
Oregon,203.0
Pennsylvania,276.0
Puerto Rico,28.0
Rhode Island,5.0
South Carolina,57.0
South Dakota,15.0
Tennessee,113.0
Texas,230.0
Utah,27.0
Virginia,46.0
US Virgin Islands,2.0
Vermont,25.0
Washington,362.0
Wisconsin,118.0
West Virginia,24.0
Wyoming,8.0
Total,7827.0
