state,count
Alaska,22.0
Alabama,72.0
Arkansas,101.0
Arizona,353.0
California,7214.0
Colorado,416.0
Connecticut,13.0
District of Columbia,60.0
Delaware,3.0
Florida,961.0
Georgia,276.0
Guam,10.0
Hawaii,292.0
Iowa,19.0
Idaho,69.0
Illinois,230.0
Indiana,48.0
Kansas,28.0
Kentucky,61.0
Louisiana,44.0
Massachusetts,51.0
Maryland,104.0
Maine,13.0
Michigan,47.0
Minnesota,51.0
Missouri,92.0
Northern Marina Islands,0.0
Mississippi,65.0
Montana,73.0
North Carolina,149.0
North Dakota,0.0
Nebraska,3.0
New Hampshire,7.0
New Jersey,85.0
New Mexico,113.0
Nevada,193.0
New York,40.0
Ohio,55.0
Oklahoma,107.0
Oregon,763.0
Pennsylvania,72.0
Puerto Rico,64.0
Rhode Island,3.0
South Carolina,95.0
South Dakota,21.0
Tennessee,186.0
Texas,793.0
Utah,17.0
Virginia,85.0
US Virgin Islands,17.0
Vermont,8.0
Washington,866.0
Wisconsin,11.0
West Virginia,25.0
Wyoming,0.0
Total,14566.0
