state,count
Alaska,112.0
Alabama,390.0
Arkansas,417.0
Arizona,1327.0
California,29802.0
Colorado,1642.0
Connecticut,439.0
District of Columbia,1501.0
Delaware,65.0
Florida,5415.0
Georgia,1658.0
Guam,15.0
Hawaii,1659.0
Iowa,159.0
Idaho,227.0
Illinois,937.0
Indiana,534.0
Kansas,233.0
Kentucky,353.0
Louisiana,570.0
Massachusetts,1272.0
Maryland,1277.0
Maine,199.0
Michigan,719.0
Minnesota,715.0
Missouri,891.0
Northern Marina Islands,
Mississippi,180.0
Montana,117.0
North Carolina,999.0
North Dakota,89.0
Nebraska,200.0
New Hampshire,227.0
New Jersey,704.0
New Mexico,603.0
Nevada,330.0
New York,4112.0
Ohio,733.0
Oklahoma,610.0
Oregon,3077.0
Pennsylvania,1209.0
Puerto Rico,1623.0
Rhode Island,136.0
South Carolina,913.0
South Dakota,34.0
Tennessee,1640.0
Texas,3534.0
Utah,168.0
Virginia,750.0
US Virgin Islands,26.0
Vermont,120.0
Washington,2307.0
Wisconsin,276.0
West Virginia,161.0
Wyoming,80.0
Total,77486.0
