state,count
Alaska,155.0
Alabama,228.0
Arkansas,188.0
Arizona,621.0
California,10416.0
Colorado,566.0
Connecticut,124.0
District of Columbia,200.0
Delaware,57.0
Florida,2371.0
Georgia,575.0
Guam,7.0
Hawaii,303.0
Iowa,179.0
Idaho,129.0
Illinois,832.0
Indiana,373.0
Kansas,89.0
Kentucky,248.0
Louisiana,389.0
Massachusetts,415.0
Maryland,481.0
Maine,146.0
Michigan,975.0
Minnesota,733.0
Missouri,474.0
Northern Marina Islands,
Mississippi,93.0
Montana,171.0
North Carolina,631.0
North Dakota,142.0
Nebraska,238.0
New Hampshire,91.0
New Jersey,643.0
New Mexico,193.0
Nevada,2310.0
New York,2626.0
Ohio,770.0
Oklahoma,460.0
Oregon,1350.0
Pennsylvania,871.0
Puerto Rico,173.0
Rhode Island,47.0
South Carolina,195.0
South Dakota,108.0
Tennessee,673.0
Texas,1416.0
Utah,132.0
Virginia,330.0
US Virgin Islands,12.0
Vermont,101.0
Washington,1341.0
Wisconsin,334.0
West Virginia,145.0
Wyoming,37.0
Total,36907.0
