state,count
Alaska,58.0
Alabama,154.0
Arkansas,40.0
Arizona,477.0
California,2712.0
Colorado,613.0
Connecticut,157.0
District of Columbia,355.0
Delaware,55.0
Florida,880.0
Georgia,494.0
Guam,0.0
Hawaii,416.0
Iowa,343.0
Idaho,112.0
Illinois,1115.0
Indiana,266.0
Kansas,217.0
Kentucky,178.0
Louisiana,122.0
Massachusetts,458.0
Maryland,389.0
Maine,176.0
Michigan,457.0
Minnesota,548.0
Missouri,324.0
Northern Marina Islands,
Mississippi,52.0
Montana,52.0
North Carolina,272.0
North Dakota,31.0
Nebraska,153.0
New Hampshire,98.0
New Jersey,331.0
New Mexico,106.0
Nevada,70.0
New York,940.0
Ohio,342.0
Oklahoma,96.0
Oregon,241.0
Pennsylvania,1163.0
Puerto Rico,126.0
Rhode Island,52.0
South Carolina,176.0
South Dakota,58.0
Tennessee,232.0
Texas,1154.0
Utah,81.0
Virginia,326.0
US Virgin Islands,5.0
Vermont,57.0
Washington,1219.0
Wisconsin,442.0
West Virginia,34.0
Wyoming,37.0
Total,19062.0
