state,count
Alaska,32.0
Alabama,60.0
Arkansas,93.0
Arizona,171.0
California,7952.0
Colorado,206.0
Connecticut,32.0
District of Columbia,17.0
Delaware,1.0
Florida,1164.0
Georgia,283.0
Guam,6.0
Hawaii,227.0
Iowa,3.0
Idaho,38.0
Illinois,152.0
Indiana,40.0
Kansas,17.0
Kentucky,54.0
Louisiana,156.0
Massachusetts,31.0
Maryland,154.0
Maine,1.0
Michigan,95.0
Minnesota,94.0
Missouri,81.0
Northern Marina Islands,
Mississippi,38.0
Montana,130.0
North Carolina,163.0
North Dakota,29.0
Nebraska,18.0
New Hampshire,9.0
New Jersey,56.0
New Mexico,25.0
Nevada,2022.0
New York,259.0
Ohio,105.0
Oklahoma,145.0
Oregon,902.0
Pennsylvania,126.0
Puerto Rico,111.0
Rhode Island,8.0
South Carolina,69.0
South Dakota,25.0
Tennessee,219.0
Texas,619.0
Utah,26.0
Virginia,42.0
US Virgin Islands,8.0
Vermont,14.0
Washington,641.0
Wisconsin,47.0
West Virginia,42.0
Wyoming,11.0
Total,17069.0
