state,count
Alaska,132.0
Alabama,339.0
Arkansas,251.0
Arizona,893.0
California,10836.0
Colorado,1073.0
Connecticut,190.0
District of Columbia,306.0
Delaware,70.0
Florida,2543.0
Georgia,705.0
Guam,14.0
Hawaii,532.0
Iowa,196.0
Idaho,215.0
Illinois,804.0
Indiana,539.0
Kansas,195.0
Kentucky,369.0
Louisiana,406.0
Massachusetts,985.0
Maryland,574.0
Maine,119.0
Michigan,693.0
Minnesota,301.0
Missouri,507.0
Northern Marina Islands,0.0
Mississippi,102.0
Montana,198.0
North Carolina,884.0
North Dakota,9.0
Nebraska,171.0
New Hampshire,143.0
New Jersey,555.0
New Mexico,290.0
Nevada,723.0
New York,1224.0
Ohio,749.0
Oklahoma,313.0
Oregon,1363.0
Pennsylvania,982.0
Puerto Rico,82.0
Rhode Island,103.0
South Carolina,415.0
South Dakota,110.0
Tennessee,742.0
Texas,1935.0
Utah,239.0
Virginia,485.0
US Virgin Islands,24.0
Vermont,104.0
Washington,1636.0
Wisconsin,332.0
West Virginia,131.0
Wyoming,47.0
Total,37878.0
