state,count
Alaska,80.0
Alabama,153.0
Arkansas,63.0
Arizona,357.0
California,3484.0
Colorado,228.0
Connecticut,264.0
District of Columbia,975.0
Delaware,67.0
Florida,1264.0
Georgia,605.0
Guam,17.0
Hawaii,159.0
Iowa,129.0
Idaho,103.0
Illinois,353.0
Indiana,363.0
Kansas,140.0
Kentucky,191.0
Louisiana,128.0
Massachusetts,3123.0
Maryland,379.0
Maine,109.0
Michigan,651.0
Minnesota,501.0
Missouri,418.0
Northern Marina Islands,3.0
Mississippi,55.0
Montana,75.0
North Carolina,554.0
North Dakota,15.0
Nebraska,141.0
New Hampshire,96.0
New Jersey,717.0
New Mexico,98.0
Nevada,129.0
New York,15753.0
Ohio,687.0
Oklahoma,260.0
Oregon,281.0
Pennsylvania,1007.0
Puerto Rico,14.0
Rhode Island,54.0
South Carolina,137.0
South Dakota,98.0
Tennessee,341.0
Texas,1115.0
Utah,237.0
Virginia,414.0
US Virgin Islands,3.0
Vermont,136.0
Washington,750.0
Wisconsin,397.0
West Virginia,68.0
Wyoming,12.0
Total,37951.0
