state,count
Alaska,227.0
Alabama,377.0
Arkansas,205.0
Arizona,1007.0
California,4512.0
Colorado,800.0
Connecticut,285.0
District of Columbia,466.0
Delaware,64.0
Florida,2201.0
Georgia,1094.0
Guam,6.0
Hawaii,230.0
Iowa,205.0
Idaho,184.0
Illinois,813.0
Indiana,547.0
Kansas,329.0
Kentucky,369.0
Louisiana,450.0
Massachusetts,1126.0
Maryland,513.0
Maine,116.0
Michigan,835.0
Minnesota,243.0
Missouri,714.0
Northern Marina Islands,
Mississippi,71.0
Montana,147.0
North Carolina,1091.0
North Dakota,144.0
Nebraska,213.0
New Hampshire,116.0
New Jersey,465.0
New Mexico,202.0
Nevada,691.0
New York,4370.0
Ohio,1034.0
Oklahoma,299.0
Oregon,558.0
Pennsylvania,1321.0
Puerto Rico,29.0
Rhode Island,96.0
South Carolina,320.0
South Dakota,114.0
Tennessee,973.0
Texas,1884.0
Utah,297.0
Virginia,727.0
US Virgin Islands,1.0
Vermont,93.0
Washington,1097.0
Wisconsin,525.0
West Virginia,219.0
Wyoming,128.0
Total,35143.0
